county,station,month,avg_month_temp,avg_month_dewpt,avg_month_vappr,avg_month_msl
Cork,MOORE PARK,2,7.152734543165799,5.606536241360058,9.292396624070266,1003.4718979377119
Cork,CORK AIRPORT,3,7.006292135451691,6.125792766385683,9.625443185670546,1005.1466665965638
Cork,SherkinIsland,3,7.975617567712931,6.393687102480127,9.795608424638676,1004.7670728957446
Cork,ROCHES POINT,3,6.688645672141796,6.116115593813389,9.712664959331354,1006.5854620857845
Cork,MOORE PARK,3,7.540276852168173,5.7994173557278055,9.418680225314725,1003.4683131544157
Cork,CORK AIRPORT,4,8.06101322430904,6.969988990609949,10.140611220824036,1005.3599119984631
Cork,ROCHES POINT,4,7.795037535609902,6.713807017321368,9.925286270301166,1006.1196224049371
Cork,SherkinIsland,4,9.060958655369777,7.674723148387519,10.627157873199803,1006.3060893409383
Cork,MOORE PARK,4,8.771468300243903,6.757007785298933,10.000611794273368,1005.1250838130148
Cork,CORK AIRPORT,5,10.105171883132074,9.102136886583168,11.686807049727358,1008.2007117958104
Cork,SherkinIsland,5,10.845290773485337,9.613035032293304,12.089662865870814,1010.1370646782935
Cork,ROCHES POINT,5,9.355055190966679,8.642636881162833,11.306220924723279,1010.128286575485
Cork,MOORE PARK,5,10.820056899731439,8.810321311572707,11.488150409495812,1008.6580484662164
Cork,CORK AIRPORT,6,12.32923976227636,11.57997936385581,13.74327484471387,1008.7481252947828
Cork,SherkinIsland,6,13.028964600119334,12.032896450587682,14.142660550958675,1009.6350591217081
Cork,ROCHES POINT,6,11.505471386715145,10.70009165632605,12.724587674825345,1008.7664174475898
Cork,MOORE PARK,6,13.261657024241444,11.502954406775032,13.692678229810339,1008.3311490038686
Cork,CORK AIRPORT,7,14.229436800069253,13.45851342133158,15.546398160343632,1009.8296007357475
Cork,ROCHES POINT,7,12.975962868002494,12.184030987534216,14.060745075422874,1010.1300832047687
Cork,SherkinIsland,7,14.051897898105135,13.051353216431263,15.225952823913474,1010.1374571289595
Cork,MOORE PARK,7,14.277550179014604,11.816470784197252,14.493919605016709,1009.4029129346212
Cork,CORK AIRPORT,8,14.525560109537833,13.874566109032239,15.961281177259536,1009.055916677555
Cork,ROCHES POINT,8,13.859683213658089,12.916830963073073,14.949276399740954,1009.318967390446
Cork,SherkinIsland,8,14.766072368271763,13.923807028143832,15.986470882593805,1009.8101729826585
Cork,MOORE PARK,8,14.46837384996623,12.691886251918302,14.935363458600937,1008.4282898988747
Cork,CORK AIRPORT,9,13.353264818456758,12.681529624574562,14.819740030756885,1007.626481246487
Cork,ROCHES POINT,9,13.213924128217858,11.84804471876441,13.272158552368149,1007.9570867073636
Cork,SherkinIsland,9,14.040252584298878,12.975291347247985,15.091107291254856,1009.6728259375524
Cork,MOORE PARK,9,12.818225209899152,10.981924309137986,13.484147340084304,1009.146422468645
Cork,CORK AIRPORT,10,11.482082863751078,10.780335943829707,13.137934772858827,1003.7423070277506
Cork,ROCHES POINT,10,11.771378257444926,10.689591520405434,12.802143235872318,1005.2013380620386
Cork,SherkinIsland,10,12.53983980105659,11.214586849859955,13.493043842444331,1005.2607677903585
Cork,MOORE PARK,10,11.850521611698145,10.452440057253803,12.90311017452864,1003.9064492714019
Cork,CORK AIRPORT,11,9.023733510434779,8.26704981821764,11.138910167620201,1003.2762450392371
Cork,SherkinIsland,11,10.16157009167612,8.088375378491872,11.074821750680403,1003.5180997285332
Cork,ROCHES POINT,11,9.676171154396728,8.229738126380596,11.02338256972864,1003.1213124533888
Cork,MOORE PARK,11,9.236458952017186,7.761250951136597,10.776139657667446,1003.4075875868385
Cork,CORK AIRPORT,12,7.711338647659254,6.941391734600598,10.204190362887623,1004.7990140310959
Cork,ROCHES POINT,12,8.280760136222339,6.99258488895399,10.33599670570222,1005.2806957960893
Cork,SherkinIsland,12,9.239815463215143,7.5563556718319,10.6007561932317,1005.6280233521429
Cork,MOORE PARK,12,8.225942578268345,6.795925940777946,10.104255439754494,1005.6481880396109
Donegal,MALIN HEAD,1,6.370136814401809,4.356564841693025,8.481423227358919,1000.2952245909524
Donegal,FINNER,1,6.307330319483083,4.116274587257357,10.15983184341924,1009.0005670029608
Donegal,MALIN HEAD,2,6.130299999055266,4.050699999243021,8.300300012254715,1001.2162600341796
Donegal,FINNER,2,6.060803744833003,3.598801934678435,10.111179596701739,1010.3086881565919
Donegal,MALIN HEAD,3,6.567252608958774,4.553819445991798,8.607269970286223,1003.876974966791
Donegal,FINNER,3,7.090480453031043,4.1159839573898225,10.22247696849586,1010.5527789341123
Donegal,MALIN HEAD,4,7.669830031705645,5.699575073020823,9.29373938030967,1005.3035695537967
Donegal,FINNER,4,8.769452581255944,5.318475696271719,10.40940110111158,1012.3200286143838
Donegal,MALIN HEAD,5,9.786231675429175,7.863373117065919,10.760334869945382,1007.3885964625113
Donegal,FINNER,5,11.106681672445799,7.777663420288334,10.620813489515903,1012.8463754686259
Donegal,MALIN HEAD,6,11.98793669592697,10.438727979198717,12.742191700552356,1008.628665098257
Donegal,FINNER,6,13.366469335997092,10.181389419147926,10.833333447143696,1014.1509097374723
Donegal,MALIN HEAD,7,13.788345763842,12.37232809032534,14.46547915098648,1009.0421430139507
Donegal,FINNER,7,14.567149069629751,11.951283170634413,10.994674280915579,1012.4574989242689
Donegal,MALIN HEAD,8,14.128682749783232,12.571666365475316,14.670094609680099,1008.4349167921125
Donegal,FINNER,8,14.829845082808514,12.26806376541553,11.132421086110226,1012.6249150324193
Donegal,MALIN HEAD,9,12.906764634023414,11.031720304628067,13.310336977734215,1007.2324798328833
Donegal,FINNER,9,13.401391196757228,10.819058161009927,10.923534455604972,1012.8070346049662
Donegal,MALIN HEAD,10,10.662724767751111,8.6180029699915,11.378696854230034,1003.0040196950778
Donegal,FINNER,10,10.863796973835017,8.322092068812662,10.747350410649407,1009.0731887776591
Donegal,MALIN HEAD,11,8.4462479265856,6.266991370129161,9.713211113782313,1002.491882740342
Donegal,FINNER,11,8.365979623897845,6.028965617875228,10.434866923225496,1009.4254381610764
Donegal,MALIN HEAD,12,6.856957428330119,4.731671860451237,8.726877817690022,999.841900269273
Donegal,FINNER,12,6.521274950292139,4.380293486714698,10.235730281916297,1010.9141081863322
Dublin,CASEMENT,1,6.5878240913641735,5.307646869679025,9.09606170521277,1001.1754834657424
Dublin,PHOENIX PARK,1,6.543910055431182,5.007058089842169,8.91380389283256,1001.9030601601538
Dublin,DUBLIN AIRPORT,1,6.510426987753259,5.112035892456586,8.967017323663919,1001.8569932125582
Dublin,CASEMENT,2,6.320546074699827,4.965870308555637,8.87904436889362,1001.6542317569459
Dublin,PHOENIX PARK,2,6.3714876082923375,4.751928375448939,8.739600557269473,1001.0385674090425
Dublin,DUBLIN AIRPORT,2,6.187640839100861,4.679651760101604,8.696688292497821,1002.1564015772368
Dublin,CASEMENT,3,6.654569389408538,5.360624297147588,9.114855215575473,1003.0349379557781
Dublin,PHOENIX PARK,3,6.206905537926219,4.357003255571915,8.529902290598965,1001.2390235329295
Dublin,DUBLIN AIRPORT,3,6.676739286709883,5.199578357348644,9.012895290565089,1003.2056219512447
Dublin,CASEMENT,4,7.825076221224352,6.262004582444206,9.644359762712222,1004.3102513522637
Dublin,PHOENIX PARK,4,8.229906547118292,6.2347005588916415,9.619980154750504,1005.8976638366129
Dublin,DUBLIN AIRPORT,4,7.868752207880699,6.157117751814255,9.57778558731079,1004.9754306357439
Dublin,CASEMENT,5,10.133609476315199,8.507100603049087,11.237672595112517,1006.6756608409994
Dublin,PHOENIX PARK,5,10.50556518062286,8.299184946923653,11.098431524254094,1009.0055088303563
Dublin,DUBLIN AIRPORT,5,10.085613911585694,8.337500000243026,11.114275148281685,1006.9132028162127
Dublin,CASEMENT,6,12.546239319825784,11.052008563636715,13.280769234844762,1007.7075638730302
Dublin,PHOENIX PARK,6,12.82711421705477,11.08561466045762,13.327898873592732,1007.7484733229007
Dublin,DUBLIN AIRPORT,6,12.420494124975317,10.802997173707512,13.063588498526133,1008.0124744833988
Dublin,CASEMENT,7,14.53163482682214,13.090870491157418,15.185944803403947,1009.327006670067
Dublin,PHOENIX PARK,7,14.840728995539306,13.074167989513198,15.175277361590208,1007.9660856364835
Dublin,DUBLIN AIRPORT,7,14.457187378782681,12.837436702960096,14.938527468349575,1009.1318270211839
Dublin,CASEMENT,8,14.653352763641879,13.296959604138586,15.378384002691902,1008.2665557289362
Dublin,PHOENIX PARK,8,14.74004027108868,12.909377970218282,15.068079475721476,1007.7425987778732
Dublin,DUBLIN AIRPORT,8,14.604371371352235,13.077446809543632,15.165531919911015,1008.2397289283501
Dublin,CASEMENT,9,13.026843007708878,11.788248053448983,13.961231572464664,1006.2161748510593
Dublin,PHOENIX PARK,9,13.063698651039438,11.612071932586906,13.83082190972485,1007.6718321499759
Dublin,DUBLIN AIRPORT,9,13.004240011024475,11.631520008659363,13.818111516571046,1006.8340791503906
Dublin,CASEMENT,10,11.02731759543145,9.793479035826774,12.277194222808935,1002.0369760959048
Dublin,PHOENIX PARK,10,11.589486185081391,10.240600136428954,12.669531657479027,1005.1930427641737
Dublin,DUBLIN AIRPORT,10,11.020279960008338,9.745345058152452,12.265690102086714,1002.7065751353899
Dublin,CASEMENT,11,8.569597186682666,7.408024305873133,10.490696928690157,1001.1542836455128
Dublin,PHOENIX PARK,11,8.420921199010275,7.003554215531451,10.219405172247031,1002.0611499185022
Dublin,DUBLIN AIRPORT,11,8.50450264862692,7.3302530956231475,10.443349031085754,1001.8546497868116
Dublin,CASEMENT,12,7.005096930497937,5.807879936560439,9.434333972143635,1001.9223267517663
Dublin,PHOENIX PARK,12,7.0702153478703815,5.649447557637553,9.353191558540885,1003.7081832584978
Dublin,DUBLIN AIRPORT,12,6.975073313448698,5.645014663986709,9.31545454903432,1002.8176834061699
Galway,ATHENRY,1,6.655838657836477,5.276275475835631,9.110541378063976,1004.4706423574114
Galway,MACE HEAD,1,7.4813762680636815,5.803219696655023,9.386458333694573,1002.7156251271566
Galway,ATHENRY,2,6.284492924963212,4.6643867959611045,8.709257092116014,1001.3410963742239
Galway,MACE HEAD,2,7.110147746468128,5.500038877216459,9.169284612172127,1001.3423796753119
Galway,ATHENRY,3,6.604778891214078,4.989871612602523,8.92560628817527,1003.3030675869015
Galway,MACE HEAD,3,7.1686036006287415,5.458873873190568,9.157792798892872,1003.0136487256299
Galway,ATHENRY,4,7.988541804827798,6.13764328271991,9.578472257953404,1004.9875000397192
Galway,MACE HEAD,4,8.709301452273149,6.841345952521147,10.077493919025768,1006.4220268540369
Galway,ATHENRY,5,10.312026514474189,8.523958336336143,11.286837128075687,1009.0571962414366
Galway,MACE HEAD,5,10.41059857394131,8.846842398033372,11.49148819827562,1008.5479409533631
Galway,ATHENRY,6,12.604444458990386,11.13565655958773,13.367575751410591,1008.4350503324258
Galway,MACE HEAD,6,12.764516134006811,11.437886066279676,13.629032260028156,1008.4174330900529
Galway,ATHENRY,7,14.45355191169975,13.068852459798094,15.189253192998889,1008.4888895448223
Galway,MACE HEAD,7,14.38337265320544,13.106603776790061,15.192452831088373,1008.2330193069746
Galway,ATHENRY,8,14.38880932664072,12.968522536355024,15.095246753213125,1009.0034887217943
Galway,MACE HEAD,8,14.655446929416621,13.335614529845879,15.408612671733124,1007.4615240114805
Galway,ATHENRY,9,12.89136478258946,11.47396626423495,13.753902283120663,1009.251648710479
Galway,MACE HEAD,9,13.581883914162669,12.067421399121079,14.27233655235984,1006.7340850099993
Galway,ATHENRY,10,11.236205248931315,9.930947676907387,12.421349098238649,1006.5277592695261
Galway,MACE HEAD,10,11.702957327173488,10.01926489201436,12.494254335251144,1004.1066752451102
Galway,ATHENRY,11,8.496610694389412,7.1197218103154345,10.320573744854489,1004.4481442585084
Galway,MACE HEAD,11,9.330350003618353,7.446244567080095,10.52513908933798,1002.5846396257389
Galway,ATHENRY,12,7.805477506017829,6.253189407801191,9.758603913253593,1004.7579318488192
Galway,MACE HEAD,12,8.178950621978736,6.348703704974442,9.766327169206408,1002.8667281162592
Kerry,VALENTIA OBSERVATORY,1,8.476312387449079,6.516971099102144,9.91431036980293,1005.1692652620721
Kerry,VALENTIA OBSERVATORY,2,8.00341404419528,5.983870409470603,9.545166350017336,1005.7403938892805
Kerry,VALENTIA OBSERVATORY,3,8.30024170112784,6.290030216660504,9.755065454000913,1006.4324870652182
Kerry,VALENTIA OBSERVATORY,4,9.025738807336504,7.016730220627938,10.204075321455703,1006.4656575860241
Kerry,VALENTIA OBSERVATORY,5,10.925392744193026,9.211382961337664,11.798789601518786,1009.120911681956
Kerry,VALENTIA OBSERVATORY,6,13.078981799748435,11.718003424835965,13.879778170883995,1009.9488341556067
Kerry,VALENTIA OBSERVATORY,7,14.707844269012787,13.565757356234045,15.654019494756184,1010.9862602285091
Kerry,VALENTIA OBSERVATORY,8,15.09706374095772,13.857269040893387,15.952781109913461,1010.4501549817976
Kerry,VALENTIA OBSERVATORY,9,14.113757505794677,12.678847544877327,14.83983193680304,1008.8148624342315
Kerry,VALENTIA OBSERVATORY,10,12.053175996394241,10.199744992321381,12.67243743581669,1004.1373193341203
Kerry,VALENTIA OBSERVATORY,11,9.89449127015251,7.892012839531626,10.884791246474466,1004.5099075940095
Kerry,VALENTIA OBSERVATORY,12,8.890688576851279,6.87092331710719,10.174866980640727,1005.5922692909301
Mayo,CLAREMORRIS,1,6.161796069741339,4.924482597094933,8.879101417823353,1002.2212436330589
Mayo,BELMULLET,1,7.17430700623887,5.333427719892892,9.110312971734787,1001.1035168984608
Mayo,KNOCK AIRPORT,1,5.249468650989527,4.4995926339199075,8.612043922689844,1003.7572621998531
Mayo,NEWPORT,1,7.1208373060376315,5.316249651908016,9.161757521810014,1005.074761945294
Mayo,CLAREMORRIS,2,5.973780706953211,4.660898829373007,8.702369626453654,1002.3373241974562
Mayo,BELMULLET,2,6.946549608411236,5.0978928938573445,8.960175597196718,1002.2887797127072
Mayo,NEWPORT,2,6.777388118808621,4.974904841515063,8.918133495872931,1003.5256571494186
Mayo,KNOCK AIRPORT,2,5.050947283273425,4.181425042876964,8.425061775982085,1004.130951292236
Mayo,BELMULLET,3,7.295487081509816,5.44671967945119,9.173757466075434,1004.9061232458763
Mayo,CLAREMORRIS,3,6.581329875398047,5.140226648485187,9.06166978366078,1005.1688035958872
Mayo,NEWPORT,3,6.673368594664382,4.763850770676745,8.75172766909778,1004.4208950056562
Mayo,KNOCK AIRPORT,3,5.626469921589143,4.622946694520566,8.677190568130204,1005.1633495853575
Mayo,BELMULLET,4,8.256854840854723,6.442540325877827,9.810307458884292,1005.8186239119499
Mayo,CLAREMORRIS,4,7.692658002249425,6.1267295110586435,9.447354757985218,1005.3257238536962
Mayo,KNOCK AIRPORT,4,6.737837083558186,5.6432584286949945,9.270168542727996,1006.458904497811
Mayo,NEWPORT,4,7.925043483661569,5.956476469461037,9.485646836654,1007.1876870064114
Mayo,BELMULLET,5,10.300694807081666,8.71857296266478,11.406974884611218,1007.6686801308938
Mayo,CLAREMORRIS,5,9.986504004434826,8.34799443318979,11.07310089917527,1007.4243457754862
Mayo,NEWPORT,5,10.117006149049711,8.461191658133611,11.235707134842347,1009.3873949907666
Mayo,KNOCK AIRPORT,5,8.995876852846848,7.836787151893379,10.753627837613884,1007.5195716623002
Mayo,CLAREMORRIS,6,12.121054143422109,10.831382141656912,13.022535411514548,1008.1874755754474
Mayo,BELMULLET,6,12.577166061539081,11.22939782897201,13.433608647287969,1008.662882560427
Mayo,NEWPORT,6,12.54740677131725,11.068473072270582,13.322205532589063,1009.3259868536295
Mayo,KNOCK AIRPORT,6,11.236409961945075,10.30140845554833,12.65052441133151,1008.7710523733952
Mayo,CLAREMORRIS,7,14.043696609149471,12.834998712186643,14.543190935501743,1008.7986039238954
Mayo,BELMULLET,7,14.220995372619711,13.066467239508526,15.142643466603992,1009.1356269726456
Mayo,NEWPORT,7,13.983157064087022,12.639197605319836,14.766000677427638,1007.8940304763316
Mayo,KNOCK AIRPORT,7,12.847844601946349,12.04039382173255,14.178419367946038,1009.1418040764338
Mayo,CLAREMORRIS,8,14.084134955359406,12.958250687378506,14.660122879842561,1008.6359813769601
Mayo,BELMULLET,8,14.441253144400461,13.170802016724322,15.255438596921458,1008.627869784324
Mayo,NEWPORT,8,14.048600549387556,12.751963043724759,14.867885270641779,1008.418776314117
Mayo,KNOCK AIRPORT,8,13.157888553968295,12.41690571280667,14.534940043870293,1009.0417248555248
Mayo,BELMULLET,9,13.32320622230258,11.866934277995771,14.058304065803876,1006.9908679248218
Mayo,CLAREMORRIS,9,12.568147339083149,11.466253562983564,13.491010278885163,1006.9989665726326
Mayo,NEWPORT,9,13.064161463537577,11.657146352099389,13.873500927207397,1008.0492625442977
Mayo,KNOCK AIRPORT,9,11.840794932926553,11.115654719919439,13.388661297144933,1008.0230186925636
Mayo,CLAREMORRIS,10,10.357681215185574,9.24370515388979,11.82453852081574,1003.5319546336007
Mayo,BELMULLET,10,11.108134770295731,9.406664196046782,12.007073720444163,1003.2989950513804
Mayo,NEWPORT,10,11.054453256468786,9.563286582707807,12.134470817467426,1005.9078997069342
Mayo,KNOCK AIRPORT,10,9.502823733403444,8.776946356585427,11.509640981613412,1004.1630314268764
Mayo,BELMULLET,11,8.860588721095151,7.0179885539393005,10.23280459456237,1002.4843825358206
Mayo,CLAREMORRIS,11,7.9324947933667795,6.872349411458967,10.124162564080974,1003.0068317619957
Mayo,NEWPORT,11,8.243466541017993,6.546460611885262,9.911900119117195,1003.6030803652701
Mayo,KNOCK AIRPORT,11,6.976319029480611,6.266152500748426,9.721945654562333,1004.1178014355726
Mayo,CLAREMORRIS,12,6.579987619999918,5.451710265610097,9.223677264114519,1002.1478453522366
Mayo,BELMULLET,12,7.6330733951465985,5.772140675317211,9.412064222385395,1001.8675533656316
Mayo,KNOCK AIRPORT,12,5.6607899690385715,4.966655360986002,8.906899469912021,1003.2859296861757
Mayo,NEWPORT,12,7.230978641334513,5.536775746306894,9.262015818877801,1003.7973083367116
Meath,DUNSANY,1,6.113615620718735,4.916172837057421,8.872516192943518,1002.6626334820722
Meath,DUNSANY,2,6.00174566898063,4.542972496102118,8.655152618966357,1001.8983468632093
Meath,DUNSANY,3,5.938930774462933,4.386636009599617,8.554139886561796,1002.9274972678758
Meath,DUNSANY,4,7.786982269743865,6.046621937978425,9.498148264125001,1005.269876998284
Meath,DUNSANY,5,10.167501025255552,8.433811629143207,11.190501063157612,1008.9985801370227
Meath,DUNSANY,6,12.383085847224585,10.849471748792208,13.130867811349722,1007.603435975502
Meath,DUNSANY,7,14.56034204431776,12.946196736264307,15.047702598261134,1007.5642506851048
Meath,DUNSANY,8,14.472665626782897,12.955943611158547,15.070150171780417,1007.2045158656776
Meath,DUNSANY,9,12.714197526007522,11.409336421960665,13.654089507497387,1007.6447532559619
Meath,DUNSANY,10,11.1588468509061,9.94413896852505,12.451055478349387,1005.6122462192428
Meath,DUNSANY,11,8.30087007303439,7.10668769317167,10.31286472151285,1002.1994197694995
Meath,DUNSANY,12,6.808838236972987,5.57082658117568,9.338115589299433,1004.3247941150285
Roscommon,MT DILLON,1,6.1936917101407625,5.024141378271156,8.946123699640436,1002.4386179174444
Roscommon,MT DILLON,2,6.074486871879986,4.790452372447095,8.778704951290322,1001.3730349180078
Roscommon,MT DILLON,3,6.436651862921523,4.975396319751355,8.887000625770003,1002.4123014983453
Roscommon,MT DILLON,4,8.174084953234408,6.415429653038821,9.76235112081091,1005.9267252267125
Roscommon,MT DILLON,5,10.18893168131303,8.342539855067475,11.145244171040488,1008.6963174685486
Roscommon,MT DILLON,6,12.621154889722899,11.06250755800132,13.330229254582953,1008.5062332947498
Roscommon,MT DILLON,7,14.544529263603172,13.063295177527664,15.174491107008839,1007.8176839891585
Roscommon,MT DILLON,8,14.410148971471466,12.986605926221158,15.122979895407413,1008.2380607669093
Roscommon,MT DILLON,9,12.832363865578012,11.630507434533891,13.870173279011604,1007.6446761329576
Roscommon,MT DILLON,10,10.905838400251252,9.787331821982463,12.339242954545886,1006.0778914825826
Roscommon,MT DILLON,11,8.169647966257228,7.148715509011363,10.335157003321044,1001.7808756587848
Roscommon,MT DILLON,12,6.805364850656277,5.788083705606409,9.439597705199061,1003.2913244318355
Sligo,MARKREE,1,5.873112992390639,4.295647945946011,8.507510184549377,1002.4342366905697
Sligo,MARKREE,2,5.935283450860015,4.295328797805471,8.485260768704403,1001.7148755270338
Sligo,MARKREE,3,6.205288005477421,4.297969785920847,8.46978281802789,1002.7701605345642
Sligo,MARKREE,4,7.728451348628586,5.777463012199539,9.35317536918287,1006.9242011477241
Sligo,MARKREE,5,9.99440132494512,7.885774223741037,10.806114290083062,1009.3741001036109
Sligo,MARKREE,6,12.160632556011025,10.484724093093204,12.831763116379605,1008.9691788068851
Sligo,MARKREE,7,14.03344576006327,12.509460134275715,14.62820616138323,1008.4293174121807
Sligo,MARKREE,8,13.997072278847876,12.501976223643577,14.627013733512477,1008.1528944753434
Sligo,MARKREE,9,12.584806346313245,11.15822202653847,13.43205440032565,1008.3668327142134
Sligo,MARKREE,10,10.533979154416366,9.04828288171963,11.752969711161345,1005.9270145224152
Sligo,MARKREE,11,7.897598734423574,6.338697180135147,9.7854081701283,1002.5139176664632
Sligo,MARKREE,12,6.529355653178946,5.024533648454702,8.9636894680906,1003.9857526713806
Tipperary,GURTEEN,1,6.466162860411323,5.085394285355837,8.980206228020199,1003.3397370478324
Tipperary,GURTEEN,2,6.552768386971609,4.970235560670685,8.907278708338485,1002.8152851339612
Tipperary,GURTEEN,3,6.157602345080752,4.589064321662599,8.665146205718058,1002.0254386321843
Tipperary,GURTEEN,4,8.136178709311435,6.1941765118532075,9.59854937252933,1005.6779109774841
Tipperary,GURTEEN,5,10.212222199119353,8.182723861885346,11.002640205281244,1009.0236909525686
Tipperary,GURTEEN,6,12.389040107105883,10.616726752898701,12.936939188712401,1008.5812597282088
Tipperary,GURTEEN,7,14.477034232643621,12.834372624154327,14.932243339190466,1007.8380993048954
Tipperary,GURTEEN,8,14.477919719805103,12.736192217708505,14.837347940806925,1007.3919714489123
Tipperary,GURTEEN,9,12.806210749314037,11.3274947678552,13.57732030252269,1008.4244934209809
Tipperary,GURTEEN,10,11.065271419503405,9.677855308417252,12.220799465496746,1004.893720644459
Tipperary,GURTEEN,11,8.390420332507304,7.106011733150552,10.297898346611015,1002.6656898953465
Tipperary,GURTEEN,12,6.9686953630158595,5.601397983348924,9.31055899699678,1003.4610078965521
Westmeath,MULLINGAR,1,6.3674570408179525,5.250128024705654,9.064541256891948,1003.2378804121998
Westmeath,MULLINGAR,2,6.065734607563874,4.752441248530511,8.746244577441052,1002.9734163225822
Westmeath,MULLINGAR,3,6.691463733211798,5.264857155333663,9.070788074108124,1004.6676323291003
Westmeath,MULLINGAR,4,7.881545442251656,6.186888487855098,9.617546668782843,1005.7974523203656
Westmeath,MULLINGAR,5,10.15356718211055,8.342915070665098,11.134098976177212,1007.7592982452067
Westmeath,MULLINGAR,6,12.392211105331187,10.838278537241976,13.103898409790116,1008.8614902561883
Westmeath,MULLINGAR,7,14.259534082777513,12.77138865100333,14.871905409676062,1009.1384874354295
Westmeath,MULLINGAR,8,14.38326949270833,12.981741416311996,15.089485222944962,1009.1212859985976
Westmeath,MULLINGAR,9,12.710099795955454,11.460870887222411,13.69098882023431,1007.5533714513602
Westmeath,MULLINGAR,10,10.77272847468569,9.601321873285647,12.148600628187936,1003.9255843585405
Westmeath,MULLINGAR,11,8.330250062399614,7.287241388447822,10.41415835724755,1003.9363273929563
